trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
25836.501917952002   -7291.813744511999   1        2.13186             
19852.344547200002   8879.357570688       1        1.623702            
5454.016926336       -25519.268028672     1        0.761619            
23958.394251264      -16336.82913984      1        2.036193            
13107.086555904      -24592.213464192002  1        1.671417            
2816.1862375680003   -716.059910016       1        1.585639            
29670.398676864      -29234.250359424     1        1.275009            
-31571.688943872     -4607.862475392      1        1.149336            
-14845.137842304002  -328.396299264       1        1.414767            
14234.972767488001   -586.62198144        1        1.854761            
-23884.818262272     13369.644592128      1        1.040154            
8323.754085504       -22408.222611456     1        0.776009            
-30033.833613696     -16921.931900544     1        43.680714           
16824.608431488      13530.947531904      1        0.723399            
11071.30502016       -5517.520031232      1        1.077469            
-6393.624374016001   22891.750016256      1        2.150618            
-12010.376556288     4639.043515392       1        0.336135            
24559.027181568003   -29663.290204416     1        0.554681            
4498.409380608       -31353.516615168     1        38.697578           
-13736.763317376     -15859.874295936002  1        1.779192            
23979.682653696      9232.838714880001    1        1.694081            
-29018.305362816     -27401.646894336     1        1.528809            
1042.608682368       18462.854640384      1        0.439546            
13546.659557375999   -6593.018876928      1        1.964494            
501.09017587200003   12133.328828544001   1        0.408093            
-21303.098961408003  -728.8381013759999   1        31.848682           
-1546.874093952      2794.85921088        1        2.110112            
5422.645983744001    10185.597721728      1        0.201783            
-18484.218681984003  -28977.294449663998  1        0.96736             
-25389.150956928002  -6055.4931528960005  1        1.718135            
-12567.784116096     -175.983375744       1        2.191319            
-30422.340520704005  -4456.746683136      1        1.990608            
-5611.552391808001   -5097.550449024      1        0.71777             
-18283.399909632     2657.778507648       1        2.044127            
-31888.399796352     -11713.528227456001  1        18.82321            
-11276.235666432     25593.164277120002   1        2.033844            
-13137.347051136001  -23531.959934208     1        0.608198            
-11656.665275904     -10982.163456        1        1.352176            
-31545.525838464     -13549.445331840001  1        0.553825            
-20004.557912064     29143.641073536      1        2.097241            
-8426.697383808      -31032.869307264     1        0.604964            
23923.951070976      -21261.066114816     1        15.126253           
31364.574417792      -21581.925856128     1        1.964383            
-17781.516327168     -21688.221417984     1        1.738127            
-11187.963148032     -25965.226907136     1        0.268705            
-17810.035512192     -28601.589874176     1        59.287142           
-31946.632299648     18208.221014016002   1        56.670081           
18629.890063488      6369.828613632       1        1.302444            
-26881.9189056       -1284.4061809920001  1        0.514408            
20551.908681216002   16379.523426816      1        1.228754            
-11334.234814848001  29999.404917503998   1        0.313183            
17977.011389568      8013.409797888       1        2.037613            
-2247.894684288      7326.9859576320005   1        1.138489            
30772.718849664      -6920.697408768001   1        2.772538            
-9261.48503808       -21592.674664704     1        0.212463            
-28696.190333184     9627.726670848       1        0.586404            
4751.557582464       -5606.569862784      1        0.612003            
-4998.698103168      -21911.6611296       1        1.996351            
-2341.93348224       -22208.686486272     1        0.892573            
23038.237335168      22473.996500736      1        4.504732            
27565.233493248      1978.311861504       1        50.25922            
-2661.309408384      10969.631494272      1        2.091477            
24197.035826304003   -9118.409528448      1        1.774764            
-21611.648830464     22026.688992         1        1.708803            
13059.659188224      -14865.378561791998  1        1.197013            
7804.552352256       -19595.499682176     1        1.975888            
8543.157562368       26578.715277312      1        1.258106            
6482.073920256       -928.3356023040001   1        0.931359            
-12104.63261568      12297.16648512       1        1.652945            
-16392.71361024      6354.96954048        1        1.042048            
-27975.329750016     26932.563351936      1        12.034424           
3995.167511808       -8546.752836864      1        1.117612            
-4155.561172224      -6764.7986461440005  1        1.509877            
22815.121101696      4529.287863936001    1        1.579888            
-13567.267207296     -14160.530951424002  1        0.333681            
-16118.566687872     28268.067814272      1        2.233106            
-14461.446092544     -23148.398541312003  1        31.690342           
17433.168990336      -11451.588179328     1        12.77856            
1616.5586891520002   26786.82276864       1        0.555534            
4442.8757472         -20179.754318592     1        1.062882            
-7708.764197376      -31601.450542463997  1        0.695207            
13306.809364992001   19636.430128128      1        2.177472            
-14410.679336064     -23053.596914304     1        0.520381            
29203.890084864      12959.442118656      1        0.41354             
-124.34596416000001  24265.62445824       1        13.277611           
28697.139846143997   -26475.390564480003  1        1.836862            
-22710.005188992     18191.112077952002   1        1.817787            
-18013.850883072002  20308.733584128004   1        48.99353            
-5687.344447488001   19180.139261184002   1        1.218328            
-1199.297632896      -3179.899590912      1        24.464774           
-25934.741103744     162.97022016         1        1.091454            
-13773.557749247999  -27103.105535616     1        1.295952            
-7903.143984384      -29289.687432192     1        0.431805            
7733.499814655999    19550.161243008002   1        0.237342            
19484.15882688       -9733.399416576      1        1.87183             
16062.651639936      2693.779532928       1        1.179477            
-10754.8838496       -13595.026781952001  1        2.155812            
18327.883787136      -23392.465214976     1        30.858724           
29684.354908032      -18815.574564864     1        51.515504           
9607.339501056002    -16556.169852288003  1        1.40826             
10928.797608960002   11985.697266048      1        0.803252            
-2849.855323392      -20773.91124864      1        1.821828            
20524.089560832002   -3257.338005504      1        0.799459            
23171.248007424      9913.637897856       1        2.074675            
20964.67483968       -8421.259410432      1        1.110027            
-23774.195174400003  -30454.403481216003  1        16.136594           
15185.060263296      23364.823122432      1        32.857765           
18019.147234176      18932.977819008      1        1.278057            
