trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
-16969.467094272     14614.246867967999   1        0.837428            
-2767.876949376      -15756.214839552     1        15.80089            
-17431.818750720002  -11871.866755584     1        0.443511            
-13660.905278592001  -13361.985724032     1        1.357122            
-3769.53426432       14723.698353408001   1        1.21834             
8381.952792576001    -23078.229533568     1        39.665363           
-17690.242382208     -19622.024889984     1        2.146486            
-17482.546882944     16596.393796224      1        0.211213            
7347.168740736       -8047.856196864001   1        0.93277             
-2452.324824576      -5299.429779072      1        42.435485           
7725.203646336001    788.774899968        1        0.883467            
-23910.530751360002  -3190.648399488      1        0.556609            
-16644.999203712     -19794.227916672     1        1.101917            
12141.190473984      13215.6110592        1        1.978316            
-660.57133824        -5035.964072832      1        56.50422            
19254.643841664      -7756.051552128      1        0.946598            
1805.825590272       -2132.575530624      1        1.998149            
-18566.832746879998  -14965.964171136002  1        18.207089           
-19437.468538752     -15432.527480832001  1        0.560162            
7291.392096384001    22384.434897792      1        2.252789            
12461.48855424       6013.527898752       1        1.482585            
-3066.024018816      -23331.438890496     1        0.30903             
14679.92097792       -9213.993296640001   1        1.692452            
6880.3398892800005   -20465.84257344      1        1.458987            
9959.23222272        8141.822574336       1        46.135997           
8761.756367232       9917.844723072001    1        0.48624             
13699.99946304       16915.772941056      1        0.37373             
2398.86402624        -15537.809155968002  1        0.824096            
-1924.447117824      -8368.406944128      1        0.98189             
13604.293384703999   7846.252064640001    1        14.543952           
12240.1876608        11221.3924416        1        0.225613            
-8938.858237056      14843.49470208       1        1.456754            
563.601924864        -5613.72983424       1        2.14684             
-12425.218768512     16060.256936064001   1        0.459198            
4187.548493568       -1731.327447168      1        30.284339           
17403.864445440002   -16052.712331392     1        1.482155            
-20489.897438208     -18264.446665344     1        1.591845            
3363.751049472       11818.259506944      1        0.479082            
15055.163671679999   -7723.21771584       1        1.579191            
-17612.325992448     -23104.45057536      1        32.478704           
22560.077092608      -2012.6472157440003  1        1.856362            
4460.222866176       991.6117896960001    1        1.945225            
13415.248573056      -1698.005979648      1        0.244786            
8554.466422656       22931.481500928003   1        1.698053            
-7151.9327827199995  -17513.225807616     1        2.093866            
5867.277153408       -3334.28717952       1        6.815072            
-21201.209783424     -19977.215157504     1        0.318841            
-8455.971351168      -5574.798193536      1        0.965051            
-6637.53011328       -2341.9656691200003  1        12.655651           
18592.3891296        21953.36727936       1        0.636251            
18762.001112448      -21657.379949568     1        0.754374            
-15900.539200128     -1005.392602368      1        0.622875            
-3138.528184704      5826.263021568       1        0.986549            
1369.731990528       -867.637584          1        0.27516             
14809.547199744      15556.533873408001   1        0.845711            
5140.218986496       -12822.538443264     1        1.93049             
16931.711884032      22923.8580384        1        1.630674            
-16144.753933440003  -15298.842493439999  1        36.916947           
7787.03625216        6036.683140224       1        1.523158            
-2077.891630848      14933.426454144      1        0.905045            
-6105.749747328      16380.979883135999   1        0.309175            
-3151.861599744      7772.038775424001    1        57.751293           
5937.422020992       12810.222133632      1        1.375121            
-17235.026557056     -18782.70210432      1        0.542541            
-538.797105792       -7557.28630272       1        1.231156            
22369.146129792      22243.906979712003   1        0.685107            
-5473.782889344      18954.407843712      1        1.141367            
-7796.946592512      -634.353515136       1        0.225029            
5412.510335232       -12.712208256        1        0.216027            
20713.123107072      -23836.93545024      1        0.426974            
16817.984371584      -19640.084948352     1        1.177902            
