trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
-7222.861400832      158.851908864        1        1.149852            
2196.273366144       11256.516374400002   1        1.901597            
-1245.075422976      9559.5838272         1        1.798115            
5264.83210176        -640.78445376        1        46.431666           
-15270.769096704     1834.2707454720003   1        1.739728            
12646.266994944      -91.94986944         1        50.77335            
12733.477346304      -15976.200898944     1        27.788104           
4715.809224192       -11086.840017792001  1        9.780739            
1802.074209408       -4572.273442176001   1        0.506657            
-11475.808806528     2460.492245376       1        0.799694            
12272.4147744        1752.5386010880002   1        2.188517            
-159.724173312       -15534.352285056     1        0.225427            
-3960.309120768      -8285.08798656       1        0.559256            
-1510.4095776000001  -4106.432727936      1        1.392443            
-965.1815331840002   14135.642446464      1        15.258631           
5948.289921024       -8386.236866304      1        44.250361           
-1941.42408768       7896.482909568001    1        41.909172           
13730.768510976002   -9932.000512896      1        20.174232           
-12366.080204544     8684.720288640001    1        1.17201             
8899.308608256       11714.902607232      1        1.827201            
-11755.818569088     13968.809800704      1        42.481944           
12463.276535424      2955.925577088       1        0.839515            
5273.339094144       3077.102742912       1        1.438414            
-5746.610149632      -1074.641065344      1        1.457409            
-1958.6971768320002  3438.957303936       1        1.535007            
-3121.448216832      -7102.3537221120005  1        1.684007            
13669.682640768002   7468.362             1        1.388177            
-14969.335746816     -10205.5745088       1        33.17651            
-7963.8226905599995  -7236.189987840001   1        2.876309            
8800.490058624       -3904.833423744      1        0.675089            
6646.746826368       3798.0454026240004   1        1.211764            
-10467.007613568001  829.0680456960001    1        1.964262            
3967.544731392       -15338.153939328002  1        1.27424             
-9735.256599552      4774.44889152        1        38.946294           
9811.352821248       4485.8854656         1        2.261331            
13934.107516032002   8704.618217856001    1        0.551344            
7343.571856896       13221.95992128       1        2.088077            
-1487.455504128      -7855.093800576      1        0.538301            
12481.5087936        12392.793705600001   1        0.370539            
-6204.288271104      2555.8732362240003   1        0.583691            
-12531.766997376     7772.352597504       1        0.874921            
-8133.014634624      14997.489610752      1        2.237669            
2263.967202816       3985.104283776       1        50.505692           
9748.717152768       15993.599516928001   1        0.894573            
4254.716074752       10334.341340928      1        56.280652           
6468.685787519999    -11541.012988032     1        0.419586            
4669.42310208        8568.696242304       1        2.102801            
15403.92460992       -9783.598074624      1        1.607449            
2901.990022272       13939.877014272      1        1.204531            
-2057.2678874880003  -998.834525568       1        1.147503            
-6945.033908736001   14359.754863872002   1        0.415303            
-4267.878899328      -5083.29005184       1        21.227316           
-4060.5181436160005  -16078.857734015999  1        30.39006            
-11166.12756864      4848.741038592       1        0.964054            
4517.108348544       7202.593322496       1        0.313063            
-3104.640228096      -1636.32465216       1        1.532057            
-9383.861165184      -10202.18683968      1        1.289972            
14730.576689664      -8506.878120576      1        1.723629            
10194.283351296      -4415.6376           1        0.838767            
-15726.709126656     3335.667996672       1        3.942277            
11336.236838784002   -10185.219525888     1        1.720643            
11251.855714176      -10027.915805952     1        1.556416            
8477.052148224       9366.885804672       1        1.741181            
-14029.816813056     -3484.47920832       1        0.299201            
-1415.9217726719999  -7154.829601920001   1        1.432751            
-3151.243611648      -938.2475519999999   1        2.037438            
-4880.055654144      -8153.585269632001   1        2.195582            
-11293.816140288     -7096.817578752      1        0.978325            
-3266.5482812160003  -4491.382984704      1        0.309865            
-13149.238493952     -8992.969210367999   1        0.536932            
10231.142156928001   254.71087488         1        1.112793            
5539.57930944        2997.2084693760003   1        45.902464           
5034.238856064       15930.152739072      1        1.520113            
-11141.108706816     11370.00731328       1        0.783854            
9938.883677184       4715.9315343359995   1        1.036862            
-5953.311074304      7737.738826752       1        1.013379            
-8939.062623744001   10943.946364032      1        2.007132            
1475.250239232       1288.427931648       1        0.341572            
-7918.851181824      2508.542429184       1        1.245352            
-873.580891392       14104.40347008       1        1.238422            
-169.33517568        8045.289293184001    1        1.766162            
-2584.233096192      -1625.189601024      1        1.932426            
10085.651021952      -4230.809269632001   1        0.203263            
-5673.895159680001   -1617.524295552      1        1.734744            
-14435.933162112     -1288.136640384      1        1.26937             
-2278.6041864960002  12498.35862528       1        58.269871           
9336.229410816       13572.008334720002   1        1.535066            
-7794.883413504001   10376.316251136      1        2.02136             
-5400.04113792       -13260.308979456     1        1.666953            
10176.506537472      2940.0687106560003   1        3.695641            
13208.925844224      -10931.398308864     1        0.752163            
7026.125534208       -2545.830929664      1        15.750964           
-13491.365716224     -10391.598581760001  1        0.47913             
-3862.76356224       -8586.281544192001   1        0.495925            
-8777.123993088      -8590.36444992       1        0.230029            
7672.256228736       10037.839021056001   1        0.975997            
11507.995686528      12821.889877632      1        2.209931            
8219.94978816        13633.868299392001   1        14.366491           
8181.135629568001    13710.791723904002   1        1.640543            
-9383.075805312      -12156.802720128     1        1.985895            
2979.143582976       2142.798083712       1        12.133252           
7735.012598016001    5510.96517312        1        1.458865            
-1758.0506042880002  9449.676897408       1        1.887181            
10887.58230912       -4011.143469696      1        1.043987            
-284.776639488       14520.721450752      1        1.838709            
-14180.284039680002  9880.749343872       1        0.97357             
-4973.985016704      -2941.44630912       1        1.456907            
-12932.147644416002  9747.349210368       1        0.771134            
6865.146072576001    13035.697665408      1        4.388527            
6720.26648832        -13925.994812928     1        0.609257            
-1492.4637826560001  -2567.389701888      1        0.344758            
-3458.9421377280005  -11787.793015680001  1        24.692133           
-4218.298229376      -5735.690750592      1        2.219943            
-15831.910334592001  -12000.739804416     1        58.55273            
-7296.960426624      -4255.142550912      1        53.132118           
-13680.931955328     2367.542973312       1        26.849941           
6927.65460288        -15281.377892352     1        1.823552            
-11888.142051456001  -7428.936290688      1        0.601421            
11024.709683328001   13922.296540416      1        2.197711            
-1858.1566291200002  4067.8100812800003   1        0.244811            
6463.844880768001    -4288.843823616      1        1.627209            
10737.126347904      -8610.275253888001   1        0.718812            
861.8439456000001    2487.7641888000003   1        33.226178           
6325.143568128       3613.955761152       1        1.093898            
-3038.484924288      -2580.515511552      1        0.826308            
7348.773256703999    15262.857561600002   1        2.016803            
-6983.915659775999   12012.249832704      1        58.59548            
-5281.205567616      -3564.883643904      1        1.685924            
-7149.204944640001   -13913.07660864      1        19.041662           
-9648.511348608      13819.322664576      1        1.837931            
-12989.110375296     -3974.17844736       1        0.573089            
-10760.397462144     -4340.4168614400005  1        42.75667            
-2106.531516672      12816.302235264      1        1.673564            
-3930.1467955199996  -13294.359479808001  1        52.687727           
6231.346171776       8816.293816704       1        1.330709            
8627.763995136       71.710759296         1        1.846354            
4084.927064064       -4911.885259776      1        0.785871            
7722.05898816        -372.87856742400004  1        1.194402            
-6136.467296256      -9631.716234624      1        1.50603             
-2054.7331706880004  -7250.225076864      1        0.547356            
11352.90803328       12995.222663808      1        11.612872           
-6054.327987840001   -11889.429526656     1        0.899489            
-8172.488624256      -41.942723328        1        1.308605            
9280.51553088        -6852.1425730559995  1        0.828404            
-11800.687079808002  -4197.980261376      1        0.53772             
12423.921637248      5153.42526336        1        2.012847            
6235.036397568       -8861.453618688      1        19.348657           
8575.901275392       7063.304599296       1        1.614319            
-3235.944995712      13765.89405312       1        0.874805            
-411.75388108800007  15062.201332992001   1        1.624415            
-6518.659137408      8517.04273728        1        1.33642             
-6670.531321344      15448.530797567999   1        0.792214            
2539.956824064       14496.323795712      1        50.537674           
640.4802877440001    13117.943190528      1        1.46718             
15400.709140608      -10543.549623552     1        0.946228            
-15676.014790656001  9687.063184128001    1        0.72263             
2468.7159932160002   9010.728321408002    1        1.152377            
2208.71198592        -1247.9658048        1        0.447629            
-5813.119509120001   -14391.191789568002  1        2.160529            
8051.39514432        -15540.575618304001  1        0.436765            
15438.861858816      11681.980257024      1        1.024791            
1117.916325504       12704.285455488001   1        20.761285           
7019.715517056001    13928.231801088      1        0.883797            
-2571.678603648      -12152.589457536     1        0.694741            
-8585.95484736       -3188.538549504      1        1.556217            
-14658.91903872      15952.16373696       1        1.099188            
10315.837103616      -6456.364649856      1        48.804816           
15449.668603776      9830.558732544       1        20.422637           
8767.419648768       -14246.115865344002  1        1.306528            
-5262.570973440001   -13239.1879488       1        1.735929            
-2205.3790344960003  3445.988527872       1        1.957137            
10819.392794496      8604.595878912       1        2.259561            
2443.39457472        11840.732386560001   1        0.869039            
-9751.881123072      -11901.370859136001  1        4.126747            
-6578.40281472       10195.456563071999   1        1.050353            
-4659.808881024001   -3671.4157793279996  1        1.423391            
14511.94569792       7351.240381056       1        2.198337            
-2266.577558784      -3582.0489070080002  1        9.026587            
7128.124147584       984.5725190400001    1        1.507747            
-12341.209402368     -7432.595938944001   1        11.237841           
518.968378368        12125.249921664      1        26.489454           
5631.226622208001    4976.500421376       1        1.624529            
7750.137212928001    -4452.430422528      1        1.515213            
7652.934444672001    10467.990922752      1        1.938172            
-5919.41668032       -3470.4087137280003  1        0.428815            
-475.1781281280001   254.73018700800003   1        0.327775            
-2687.767023744      -11172.091797504     1        0.746755            
-2143.277668224      -11131.8726816       1        0.232517            
-4175.94995136       -6856.70667264       1        3.098509            
8733.312821376001    -6414.890245632      1        1.479428            
6239.44278144        -14840.248655232002  1        0.70006             
4105.016505216       2437.121351808       1        5.10857             
-159.14159078400002  3013.9295535359997   1        1.90143             
-3573.67709952       -15502.675567104001  1        1.235899            
-2642.05199808       -8016.924605184001   1        0.582108            
3401.570633472       -1672.3353335040001  1        2.130185            
-16070.059450368     -6921.635656320001   1        1.933911            
6451.749051264       2031.20134272        1        1.239764            
-6454.521950976      -8393.322807936      1        27.215749           
-10449.161597952001  -15514.517120256     1        56.904362           
-12917.541238272     -9411.89432832       1        0.404688            
11929.352523264      -3345.8873310720005  1        0.818379            
-15552.673057152     -1281.3435993599999  1        0.817492            
10078.904651904      13229.572118400001   1        1.048532            
-12555.186171264     -1158.1965964800002  1        53.847888           
15417.148589568002   -3209.950871424      1        1.702808            
9890.999255808001    7522.635517056001    1        26.435689           
-3290.427727488      -2166.548782464      1        1.909248            
-2855.484808704      -3932.0941017600003  1        9.615757            
10285.28531712       7379.030533248001    1        2.122893            
10392.696154368      7066.333384704       1        1.965233            
-9519.76060992       -7604.243741952      1        1.177327            
10454.324373504      -11335.737942144002  1        2.00075             
-1020.296737152      -11643.6440736       1        2.059249            
-4346.2732642559995  9768.940169472       1        42.551508           
3632.4889666560002   10411.359716736      1        0.764792            
-13699.6615008       5294.8705075200005   1        1.791482            
12762.538880256001   -1793.367658368      1        0.251628            
13762.4259168        7235.942148864       1        1.644324            
9717.54898752        13139.954188416      1        39.723313           
11371.236852096      -11917.430502912     1        0.675672            
-11652.250845312     3392.2509223680004   1        1.752079            
-10986.494200704     10654.904962944      1        0.586368            
12019.556254464002   13354.754941440002   1        0.451265            
-2800.488696192      -11491.696250496001  1        1.717169            
-3542.040615168      5916.368582784       1        0.963486            
-12299.226445440001  12594.51692928       1        0.552618            
-5490.112902912      4051.5637536         1        1.943823            
7478.8323920640005   -9178.890285312      1        34.872091           
-9455.12130816       12758.459193216      1        0.280342            
12120.413842944      14636.853323136002   1        0.45147             
9602.38433088        8681.948998272       1        1.417713            
-14746.887391104     12216.858610176001   1        1.855154            
12330.52818624       2558.7217751040002   1        1.763244            
-14161.544838144     -15100.420034304     1        0.421455            
8269.752547584001    -1532.5380576        1        0.852009            
-13861.47299328      -7361.443622016      1        18.423505           
1182.85979328        -13317.598407168     1        52.050033           
-3289.5619004160003  5023.222896384       1        1.576684            
2129.796193536       76.482464256         1        20.531469           
2848.439100672       -603.0211968         1        1.180836            
-9100.063006848      -9104.768728704      1        0.547105            
-9796.365000576001   9075.816630144001    1        1.052392            
-9012.562973568      1681.7660893440002   1        0.540086            
-3378.5698890240005  4881.63120192        1        38.886853           
15658.715952         7676.817109631999    1        1.060277            
-4593.125712384      -13321.57831488      1        38.073148           
-11217.647498111999  11486.984091264      1        0.950605            
-12021.263768448001  -3314.7288218880003  1        1.963897            
15821.578346112      -7055.404329600001   1        2.185978            
232.34099328         186.774027264        1        0.214892            
-6272.255696256      -714.262272768       1        1.556108            
-11646.996337152     2241.689053824       1        1.765704            
-3361.7860404479998  11440.968118272      1        0.967919            
5707.499871744       -10015.211644416     1        1.877944            
-13866.362180352002  15580.394007552      1        0.370677            
-11846.223468288     2061.492415488       1        1.568171            
2377.34709696        11511.640850688      1        0.316827            
-14353.782588288     -14024.991999744001  1        9.17486             
-4324.8931292160005  -13163.415205247999  1        11.450662           
9494.806121856       -11955.308023296     1        1.944679            
-9974.451788928      6191.513298432       1        1.703274            
3650.0839246080004   -11223.71794368      1        35.591483           
-530.72946432        11518.763807232      1        0.668171            
10929.24017856       -11867.754881664001  1        1.839426            
-7344.965548800001   -407.796504192       1        56.420401           
12442.662448128001   7464.518886528001    1        2.123738            
-717.522803712       -10290.51568512      1        1.841438            
-15987.440557439999  6694.270754688001    1        30.985516           
15813.108368640002   -8909.95602816       1        0.999313            
-10002.924302976     -1165.128041088      1        1.933732            
-2299.3856455679997  1447.6403335680002   1        1.157344            
7724.674172160001    10915.403038848      1        1.823175            
15108.090167808      -15129.048654720002  1        2.195559            
13308.521707008      -1575.391669632      1        52.960074           
1802.84347584        -2520.56261952       1        1.814787            
10483.221754368      -12658.050611712     1        1.961117            
4186.024444799999    -1993.2964634880002  1        0.825249            
-4022.212537728      3509.169763968       1        1.741551            
8055.132041088       3314.633870592       1        1.935257            
-2305.586448         10420.026034176      1        0.700869            
-9636.463799424      12204.136745856002   1        0.734739            
-14174.255437056     -6515.524135296      1        28.032954           
1707.967819008       -11928.657286656002  1        0.630688            
6941.354948351999    -10115.776332288     1        1.619393            
-13425.923351808002  -13881.277580544     1        0.5734              
9112.139524224001    -5235.490541952      1        8.832323            
-3366.094254336      -4708.205073792      1        2.082045            
-1163.513869056      11819.870460288      1        0.273964            
-13865.618663424     3877.503543936       1        0.639973            
8966.260537344       5464.8783889920005   1        1.285286            
2815.9721948160004   161.413984512        1        1.261506            
13273.293166848001   15043.354305408      1        0.481613            
15085.577054591999   12427.767969408      1        1.197449            
13928.941521792      8924.341954176       1        52.074761           
-9232.680999168      -5914.326325248      1        1.727774            
12232.750882176      -5249.22146496       1        7.34519             
-4496.653586304      -12346.788998016     1        1.166754            
-7631.628339456      -254.15243251200002  1        0.361397            
-10945.766532096     -636.7900619520001   1        1.170656            
-8202.016867968001   14619.78783936       1        2.088737            
-2060.884083456      -59.63424192         1        1.841896            
9642.067535232001    9656.818782336       1        1.777273            
3695.275913472       -6966.668320128      1        2.185469            
-4164.484984704      10308.181454208001   1        0.324065            
