trucks_count 10
drones_count 10
customers 500
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
8516.21392512        -18273.045390336     1        1.755769            
-11611.814467968     -22743.719336448     1        2.103063            
17445.800731392      -21041.852540544     1        0.594796            
23674.879337472      9179.532413568       1        0.576094            
7137.4824829439995   -12921.931528703999  1        0.532095            
-5043.733985664      -11020.03132032      1        0.351531            
13212.741598848      -14384.701305216     1        0.823213            
-20709.59381568      -10088.528529024     1        1.247499            
-385.931956608       10820.15884224       1        0.486221            
-23169.233108736     -5394.752833536      1        1.481463            
-4952.262091392      1326.08336256        1        0.824401            
-11720.662449408     20402.070708096      1        1.090942            
14258.250319104001   5907.737670912001    1        1.95399             
18257.846745600003   10152.553061376      1        1.784012            
18300.6150624        7373.70038592        1        2.202842            
-13287.656562048001  18295.066044288      1        2.187091            
12580.512417792      24077.778607872002   1        2.037164            
-17262.807053184002  -5439.798372096      1        1.395559            
24034.9893696        19635.697876608003   1        1.936547            
-10356.83675136      23987.740639104002   1        1.290784            
-10291.214140416     18464.021414784      1        0.595406            
-21477.353901696002  172.829061504        1        1.289979            
-14024.142266112     6108.815547648       1        1.33074             
-17349.981998976004  -6978.344110848      1        1.456824            
-18584.582201856     -3996.730184832      1        0.30521             
-17153.221992192     15188.587945344001   1        7.984425            
-20514.431887488     14858.535631104001   1        2.107207            
-9240.856466688001   12318.718819968      1        2.028582            
18633.609257472002   7624.40399424        1        5.511764            
-17900.689859712     -21982.03774272      1        4.319149            
-253.210966272       86.73559488          1        0.748833            
-20517.05189952      8191.34369856        1        1.607858            
-8136.885106944001   -12407.412986496001  1        4.576026            
4806.202857984       12952.380317183999   1        0.475531            
11752.031782656      15062.685745536002   1        0.216636            
5310.785310336       -8380.050547968      1        0.572574            
5097.177081216       19866.062595456002   1        1.972931            
16052.945686272      -16806.455031168     1        0.722653            
3277.804033152       2568.00608064        1        1.731224            
10809.009307008      22921.447241088      1        2.114903            
-15942.303286272001  -12977.463552768     1        1.175306            
-8969.292541440002   -17463.431094912     1        50.071007           
-17263.655177472     -19787.265894528     1        1.620891            
-21093.375688704     8897.256694656       1        0.445251            
15463.703692800002   -1437.8683968        1        49.130286           
8962.361096831999    -23363.250793344     1        0.449638            
-10985.76033984      14771.693819520002   1        30.277043           
163.547974656        20570.636617344      1        38.040768           
-3591.700142976      -10332.300692736     1        0.40554             
-14992.032325248     10635.269356800001   1        0.792958            
-2293.18645248       6708.355733376       1        0.255007            
21996.845316864      6078.889795968       1        0.55569             
