trucks_count 15
drones_count 15
customers 1000
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
-10973.083537152     -3372.433460352      1        32.343567           
28632.061193472      -31971.128124672     1        17.663422           
12134.289606912      28544.594956416004   1        39.487998           
14177.620575359999   31925.51448768       1        1.394584            
24752.687591808      12252.656858112001   1        0.264133            
-30528.190294272     11200.757432832      1        0.916016            
12935.675326464      -6348.958640639999   1        1.651042            
24136.439196672      -9047.572642944      1        0.935448            
-26154.556572672     -11565.186944256     1        13.662192           
-16439.331477888     -30043.697283072     1        0.6273              
3895.18379712        -25818.496577280002  1        2.108374            
17173.193951232002   4796.5017323520005   1        1.651344            
-1150.949720448      -5443.43709888       1        0.7188              
19593.901603584      -15081.713019648001  1        2.039994            
15465.758825088002   1345.5837838080001   1        0.657594            
29545.114465152      11089.310360832      1        1.687512            
2510.549281152       29175.293651328      1        0.841293            
-15009.635329920002  6375.149104896       1        0.621608            
-18409.686742656002  3061.8284590079998   1        1.026286            
-29687.156775936     7557.341020416001    1        1.702071            
24847.875461376003   11374.775799552      1        0.687092            
-1213.073617536      31969.346580864      1        44.343011           
28554.448969728      -28519.701623424     1        1.242821            
-26730.498947328     21679.609818240002   1        1.042               
19628.351221248      -7308.307911168001   1        1.318684            
-6982.5573734399995  -15786.037593216     1        0.8605              
-1834.842062592      -21705.259542912     1        1.847235            
-15955.853962752     5035.370224896       1        1.781056            
28326.833010432      25889.317369344      1        1.685755            
-19249.574408064     -15123.984049152     1        2.015116            
23548.512037248      -7686.515016576001   1        9.984025            
-27418.440398976003  -21840.396158592     1        0.458463            
-1828.382155776      -942.39965952        1        13.637969           
-24994.377264384002  14999.858565120001   1        1.456363            
8421.917632128001    26109.845777664      1        0.824953            
-16467.889287168004  5312.9080350720005   1        1.373009            
-3725.3899584        31204.768167936003   1        36.911222           
28367.711957376      -21203.810483328     1        29.168602           
-28520.591590656     -4543.770350592      1        1.454344            
-17694.886948992003  -17648.706822912     1        49.618845           
102.025972224        -20605.496617728     1        0.863873            
21738.835286784      -27152.742532608     1        1.666827            
-16894.893312        5814.418249728001    1        13.171922           
-17390.006384256     -22293.10784448      1        0.242668            
-18904.90764096      14323.594513536      1        0.820226            
173.22174144         -23627.596810752     1        0.27291             
-11051.563197312002  5000.637362688       1        25.320244           
-23700.35042496      10037.103550848002   1        0.95771             
-21201.367499136     -24108.417298944     1        0.349012            
-4655.845066752      7941.760193664       1        0.493051            
15747.414946560002   30829.697673984003   1        0.505138            
20942.222881536      -6121.841577984001   1        0.21468             
21939.985584000002   30221.13067776       1        0.621478            
26518.79457216       12773.305391616      1        1.473317            
17872.075723392      -16871.392061568     1        1.454748            
15710.420956032      -26810.81808768      1        2.08885             
-1408.959750528      23345.311435776002   1        1.042589            
-27060.506199936     9966.792920832       1        0.53837             
19638.673553664      10447.529723136      1        40.480801           
-28553.826153600003  12296.41009344       1        0.995625            
15028.541903232      3285.995594112       1        1.435414            
-10883.642635008     15773.476663296      1        0.54486             
11610.198686592      24055.679096064003   1        1.284809            
-26668.276880256002  -1790.206906752      1        0.765478            
-27588.689682048003  -25003.696975488     1        1.724387            
-12022.831269504     13461.974266752002   1        0.905786            
-5842.741094784      22370.406246144      1        2.148121            
29801.043613440004   -21331.471696128     1        0.806585            
-20790.94615488      -18786.036665088002  1        1.283742            
-26435.586659328     -21717.078565248     1        1.264868            
3708.2440074240003   29585.460719232      1        0.772911            
-30091.835980800002  -13904.524554624     1        2.029121            
30636.933668352      -16150.637695104     1        1.176705            
31497.372656640004   21373.296937344003   1        0.958109            
19891.944065664      7140.881417472       1        2.022699            
-22459.810133376     -19835.766694656002  1        0.755871            
-30598.721404416     -21208.780137600002  1        1.000071            
-26560.418645376     -18710.18506368      1        1.234715            
-3406.6255829760003  7130.119734144       1        25.255254           
22600.536000768      -6940.640399616      1        2.058405            
3683.7111674880002   11085.277344768001   1        0.862959            
10682.709599232      15634.134831744      1        0.696492            
-10952.80902144      29279.184853248003   1        1.301893            
-11494.327527936     -5027.392706688      1        0.4845              
5267.540627712       18813.331139328      1        3.204615            
-10852.5710304       16882.314679296      1        1.956334            
-3293.612619264      -26847.855530496     1        0.27173             
-13450.86496512      17491.778080128002   1        1.943572            
22046.168491776003   -24442.428599424     1        1.862133            
-11678.335092864     -22162.174835328     1        1.661046            
-18984.100240512     -12617.36961408      1        1.827734            
18471.817077120002   -3654.672164352      1        1.93119             
15419.952066816      3541.77990144        1        54.453157           
9909.26209152        -28962.66390336      1        1.774932            
31145.893536384003   1343.921331456       1        18.512035           
-13747.079212416002  -24201.091373184     1        5.386144            
31930.617717504      26755.205596416003   1        0.24544             
-22687.813944576003  23141.998180224      1        0.679793            
-15988.13257536      -6296.416777728      1        1.14375             
14690.919234816      -1103.263248384      1        37.895291           
-21754.962523008     -15181.474644864002  1        1.15377             
-17819.39706624      -2116.499793408      1        1.20968             
29397.66958656       -11275.23304512      1        1.866803            
7931.661560064       11184.412935168      1        1.319138            
20287.855564416      -2689.096341888      1        2.038779            
-29199.177925632     16408.032955776      1        34.254796           
16994.170524672      26024.161084416      1        1.472042            
21963.778125696      -7678.3057528320005  1        1.70772             
-15316.591948416     24567.14310336       1        1.961221            
10336.544532864002   -20600.695944576     1        1.097425            
-29918.916796032     -24835.10692608      1        1.634438            
27673.146445824      -18495.03186432      1        0.704442            
12588.459358464      32149.488501504      1        1.416775            
28566.873105408      -14022.23841216      1        2.176396            
12380.622236928      29891.68991424       1        1.17947             
21110.2078176        -3298.743207936      1        1.418513            
8082.526294656001    21024.029055744002   1        20.162332           
1864.8418440960002   -3917.358948096      1        1.580688            
-24121.75715136      -9343.613081088      1        0.704952            
27539.194307328      -29800.543107456004  1        0.834204            
-17002.754765568003  27773.667681408002   1        10.18954            
-556.461265536       12595.968557568      1        1.612424            
9303.493744512       -20124.317245824     1        2.090239            
-4430.709106560001   -30210.610396032003  1        1.677623            
28663.560883584003   6467.25347136        1        1.22449             
-20918.010301056     21590.373302784      1        1.771272            
20152.78493184       31898.303699328      1        1.217875            
16011.545311872002   -9892.650442752      1        0.844952            
-2002.9863237120003  7857.9326833919995   1        42.353631           
-7006.6412064        -408.148950528       1        46.512102           
1843.0577637120002   25041.9559104        1        1.987051            
-1282.473358848      -5255.856790272001   1        0.827092            
29191.086144         1140.5887637760002   1        0.454693            
-22286.939228928     25111.466696448      1        1.100551            
28992.454470144003   -18772.988103936     1        1.168633            
13842.946225152002   15178.577825664      1        2.247166            
-12959.87825088      13410.978983423998   1        1.917489            
12738.289284864      -26166.242019456004  1        0.299656            
30399.903046656003   -2503.687038336      1        2.202726            
-568.067854464       -24676.301688192     1        1.891157            
11723.655829248      -2095.597633536      1        2.172429            
8785.233477504002    -29718.489094272     1        0.395509            
27924.397231104      -12268.367274240001  1        0.640531            
173.566141056        -25829.778078720003  1        0.875353            
28707.59092608       -26669.83150656      1        0.537523            
21045.014901504      4034.5594248960006   1        0.272088            
-18177.25079808      -29645.992975104     1        0.225977            
5184.223279488       -6130.327648896      1        22.257881           
13085.086823424      10239.505917696      1        14.181606           
30288.241931904      -6126.132089088      1        1.364924            
5489.4756026879995   -795.904293888       1        2.090303            
6829.997999616       22739.774834304      1        8.086835            
6603.352474752       18502.648889472002   1        1.174199            
16738.310578176      12838.720397183999   1        1.946231            
5474.782291968       5244.9052043520005   1        31.315241           
-1102.131879552      22396.675568256      1        1.299386            
21375.073653120002   20693.112523776002   1        1.907704            
22081.41473472       17654.558397696      1        0.857765            
-21082.033032192     9204.218141184001    1        1.831183            
-25844.460124032     8574.396538752       1        2.229781            
-9346.6273824        -961.9741105920001   1        1.066412            
-24568.691292288     415.608259968        1        2.177731            
12664.026105984001   -12421.855239552     1        59.484821           
4895.920567296001    -19230.36527808      1        0.669802            
27313.720384895998   6731.99860608        1        0.27149             
-7224.201984384      6553.2117530880005   1        1.560483            
11527.142052096      -5855.208682752      1        1.144407            
-28117.423559808     -5842.733048064      1        0.498364            
26808.433039872      29221.322499072005   1        2.238023            
-27877.653834624     3257.812761984       1        1.930361            
-25428.459184128     3099.21834816        1        0.612323            
28021.247553024      269.373608064        1        0.253063            
9641.876023296       -26954.477789184002  1        1.335786            
-13363.960389119999  6864.561880704       1        0.416141            
14686.205466239999   11875.870803456      1        1.439129            
31702.501252224      17437.630091904      1        25.932117           
-1657.999297152      28476.922041216      1        26.749024           
-28231.419832704     27516.529915776      1        1.697797            
-22484.695419648     25037.382154752002   1        1.435161            
1434.350370816       14930.159485823999   1        1.902893            
3952.7081890560003   -15196.951706112     1        2.162832            
8354.729129472       -16324.857229824001  1        1.474273            
-21808.947967488     4419.873393408       1        55.183999           
-12182.471756928     31086.381604608003   1        1.130131            
-12673.820573568     -24876.927339264     1        0.766309            
-23416.983570816003  31419.51259392       1        1.667333            
11727.640564992      -2511.79974144       1        2.242               
5888.378871936       12615.386902272001   1        5.738015            
-29183.696036352005  -23089.488504192002  1        11.837258           
-4351.764345984      -2203.418853504      1        19.684204           
-16712.487044352     -28047.399393024     1        59.874299           
15012.229592448002   -22195.861623936     1        24.588053           
16076.714087807999   -15102.51057216      1        1.815897            
12580.019958528      -20266.657285248     1        1.161075            
-31596.369843456003  -3050.183245824      1        1.520421            
30982.35843648       -22879.662233472     1        0.369233            
-30869.707575168     -17857.53047232      1        2.013275            
-12460.872175488     4168.669279104       1        1.513654            
-15104.237398272002  126.89677440000001   1        1.697112            
-7138.1149551359995  -19135.67147712      1        0.984381            
-19363.945658112     -18464.91299136      1        1.430966            
-28553.109995520004  11295.517216896002   1        8.130225            
-12657.505044096     18036.526540032002   1        0.29387             
-4470.125159808001   -31450.506950016003  1        52.06383            
-9282.337308288      -20102.8791744       1        48.213276           
-12042.540905472     2473.072487424       1        2.045477            
8938.998249984       -7604.929322496      1        23.316277           
-23121.207065088     8765.781336576001    1        1.633823            
-16667.298274176     -16354.26638208      1        1.923384            
-3952.4490846720005  19262.370302208      1        1.191888            
12998.138795136001   -18828.735780096     1        1.578417            
23850.891681408      22624.796861568      1        11.170798           
-22477.664195712     -12691.507264128     1        2.117358            
5894.3431008         22520.458262016      1        0.290962            
-9001.714385664      -5092.630684416      1        1.8552              
19734.0577632        5964.254613504       1        1.742462            
26426.880108288      26597.610585216      1        2.090878            
8582.813407872       7501.32941184        1        1.980435            
18065.182519296002   -14898.518173440001  1        1.520122            
-17752.131315072     7123.980086784       1        1.915095            
-27966.008429568003  -23266.421392896     1        0.859102            
24033.954561407998   8679.798914688       1        26.487835           
-9091.171381248      11391.14604672       1        1.342619            
-5352.093952128      -14245.314412032     1        28.319443           
