trucks_count 4
drones_count 4
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
3689.6745692445174   -613.4827187030857   1        1.034394368989713
2117.045599140732    -6142.941170980343   1        0.32573703067834053
-5288.013828344655   5827.039998947676    1        0.7067351566213289
7213.9473176382835   -4749.134055707052   1        0.6985459830846195
2528.7481866175117   3629.9739663682244   1        1.704674591326535
-2076.0281908947572  468.90796734579925   1        1.857077523482056
-1217.3455388185369  1583.6773717962876   1        0.3962781979555152
868.8487930538954    -1637.7596160988073  1        1.267517020750816
-2696.5270974620867  -291.99745630365516  1        0.46700885152952676
-4572.523208794416   -1745.484041413637   1        1.665056196661678
3545.1394832205606   5576.926585005847    1        35.670976192128215
-2592.0353176440576  -6959.936646478553   1        2.3394580411583616
5125.758489077219    -6443.184887955975   1        1.7699528700270246
-2855.0416828693305  -5394.804051201192   1        1.5310038498662435
5293.591455460663    -1615.7579393729914  1        0.6808136265473369
5305.344500308284    5092.846327542148    1        2.0169002738140174
-7488.599105792433   7447.136975268793    1        1.302180336954929
-3000.992078426992   768.6851614213282    1        4.942495674025594
869.9159331702493    -3919.1438507891808  1        0.4596455386591372
-568.9865377203089   -6823.192630762522   1        1.282488667211529
1635.1012945561702   3597.82963068702     1        1.359075727965803
-7008.9051451598625  -5105.160007928897   1        1.721891288843852
-2098.562666632718   6951.825619102448    1        0.899932441567213
7811.056726566531    -5189.854335302581   1        2.3123516750977218
6328.853881154342    -3301.162328268623   1        0.08627938953087638
-2827.9469570256565  3581.8545679904532   1        0.8333874122331661
206.88645571664028   4108.921400548216    1        1.8030547358364468
6586.589581907774    -7424.794902989841   1        0.3539240340064925
4767.055303758223    -6758.937877083345   1        0.8501865514891327
2675.7723743408574   4194.362892046373    1        0.3941109368690812
-7489.124762396253   2526.2829035761597   1        1.7521291765279325
1367.451301988415    7451.878107597389    1        0.4182228114574746
2829.3814092984467   7101.4762502333315   1        0.4853989443654322
-3669.9826896786603  -6037.610512592212   1        0.863724526927462
-3112.665932929034   7139.959667475954    1        1.8916873586800766
-2748.013615999103   -7193.900682765224   1        0.036576743445824456
-7251.2112435562085  -1504.1893184192134  1        6.931196466620664
-7295.791856200765   -7493.736852845716   1        24.18998527537191
-236.08390988077878  992.4547063210554    1        0.4593072080274341
-5692.851984670748   3789.900873090997    1        1.8318080602857179
-534.8811321141762   1840.5588443298052   1        0.17256133054707412
1080.2481428847525   1927.6539087218216   1        0.5702869064313179
-1064.3147250728862  -2437.5652935317157  1        1.8191975328366374
462.2082048584475    6462.152519422136    1        2.1538681977914163
-6483.688904287371   -45.28948613000668   1        2.239157177151932
